,budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection_id,collection_name,release_year,returncon
1568,16000000,"Comedy, Family, Science Fiction",36797,5.345663,1997-10-10,0,95.0,RocketMan,5.4,36,,,1997,0.0
1569,12000000,"Drama, Action, Thriller, Crime",12628,9.657642,1997-10-17,4000000,94.0,Playing God,5.6,26,,,1997,0.3333333333333333
1570,1500000,"Comedy, Drama",33344,3.974374,1997-10-10,626057,85.0,The House of Yes,6.3,30,,,1997,0.4173713333333333
1571,0,Documentary,25099,2.117703,1997-10-03,832735,83.0,"Fast, Cheap & Out of Control",8.3,8,,,1997,0.0
1572,0,"Drama, Romance",45019,1.301573,1997-10-10,1,115.0,Washington Square,7.4,5,,,1997,0.0
1573,0,"Music, Drama",63437,1.886677,1997-08-02,0,101.0,Telling Lies In America,6.3,6,,,1997,0.0
1574,0,"Documentary, Music",62422,0.405805,1997-10-08,0,106.0,Year of the Horse,3.8,3,,,1997,0.0
1575,36000000,"Thriller, Science Fiction, Mystery, Romance",782,12.89312,1997-09-07,12532777,106.0,Gattaca,7.5,1846,,,1997,0.34813269444444445
1576,0,"Fantasy, Drama, Mystery, Family",29911,3.553746,1997-01-01,14000000,99.0,FairyTale: A True Story,6.2,25,,,1997,0.0
1577,0,"Horror, Science Fiction, Thriller",9827,10.754614,1998-01-23,5624282,91.0,Phantoms,5.2,110,,,1998,0.0
1578,0,"Drama, Romance",1959,9.688237,1998-01-23,0,113.0,Swept from the Sea,6.5,12,,,1998,0.0
1579,0,Documentary,251481,0.002635,1997-10-17,0,0.0,Wonderland,0.0,0,,,1997,0.0
1580,12000000,"Fantasy, Drama, Comedy, Thriller, Science Fiction, Romance",8067,15.996171,1997-10-24,0,103.0,A Life Less Ordinary,6.2,130,,,1997,0.0
1581,0,"Romance, Crime, Drama",125052,0.629699,1997-01-21,0,86.0,Hurricane Streets,4.8,4,,,1997,0.0
1582,0,Drama,45153,1.461772,1997-09-07,0,109.0,Eve's Bayou,6.3,29,,,1997,0.0
1583,37000000,"Action, Adventure, Mystery, Thriller",10871,3.742824,1997-10-31,6482195,118.0,Switchback,5.8,52,,,1997,0.17519445945945947
1584,0,"Action, Drama",14398,2.592927,1997-10-08,5790448,102.0,Gang Related,6.5,32,,,1997,0.0
1585,10000000,"Action, Comedy",10890,11.341505,1981-06-25,85300000,106.0,Stripes,6.5,253,,,1981,8.53
1586,0,Drama,99002,0.551124,1997-01-29,0,103.0,Nenette and Boni,8.0,7,,,1997,0.0
1587,18000000,Comedy,1281,12.799853,1997-07-03,251212670,85.0,Bean,6.3,602,103372.0,Mr. Bean Collection,1997,13.956259444444445
1588,0,"Comedy, Romance",32332,2.44908,1997-01-01,0,92.0,Hugo Pool,5.2,16,,,1997,0.0
1589,50000000,"Action, Drama, Thriller",9770,4.909738,1997-11-07,10541523,114.0,Mad City,5.9,81,,,1997,0.21083046
1590,24000000,Drama,12616,2.818802,1997-11-14,2642983,102.0,One Night Stand,5.7,24,,,1997,0.11012429166666667
1591,0,"Drama, Music, Romance, Foreign",34838,0.192391,1997-11-28,0,100.0,The Tango Lesson,6.4,5,,,1997,0.0
1592,0,"War, Drama, History",14905,7.999793,1997-05-09,0,103.0,Welcome to Sarajevo,6.5,22,,,1997,0.0
1593,0,"Mystery, Crime, Drama, Thriller",14583,2.833853,1997-08-31,0,106.0,Deceiver,6.6,16,,,1997,0.0
1594,40000000,"Drama, Crime, Thriller",11975,6.683398,1997-11-18,45916769,135.0,The Rainmaker,6.7,239,,,1997,1.147919225
1595,15000000,Drama,4995,7.595679,1997-09-11,43101594,155.0,Boogie Nights,7.5,812,,,1997,2.8734396
1596,12000000,"Crime, Drama, Romance, Thriller",9281,10.312017,1985-02-08,68706993,113.0,Witness,7.0,390,,,1985,5.72558275
1597,0,"Crime, Thriller",45928,0.961088,1997-11-14,0,108.0,Incognito,6.3,7,,,1997,0.0
1598,105000000,"Adventure, Action, Thriller, Science Fiction",563,14.412644,1997-11-06,121214377,129.0,Starship Troopers,6.7,1584,10522.0,Starship Troopers Collection,1997,1.154422638095238
1599,0,"Comedy, Drama",61337,2.287762,1997-10-31,0,107.0,Critical Care,6.1,9,,,1997,0.0
1600,11000000,Drama,19931,3.01386,1993-09-08,32861136,139.0,The Joy Luck Club,7.1,34,,,1993,2.987376
1601,0,Comedy,31535,1.422904,1998-03-13,0,95.0,Chairman of the Board,2.7,13,,,1998,0.0
1602,6000000,"Comedy, Drama, Fantasy, Romance",10215,9.7866,1998-04-23,58000000,99.0,Sliding Doors,6.6,363,,,1998,9.666666666666666
1603,30000000,"Action, Fantasy, Science Fiction",9823,6.532498,1997-11-21,51376861,95.0,Mortal Kombat: Annihilation,3.8,225,9818.0,Mortal Kombat Collection,1997,1.7125620333333333
1604,60000000,"Comedy, Drama",37165,13.155901,1998-06-04,264118201,103.0,The Truman Show,7.8,4702,,,1998,4.401970016666667
1605,0,"Drama, Romance",45609,3.377578,1997-11-07,0,102.0,The Wings of the Dove,6.9,34,,,1997,0.0
1606,0,"Drama, Romance",38904,1.335544,1997-09-01,3309421,97.0,Mrs. Dalloway,5.4,7,,,1997,0.0
1607,0,"Drama, Family, Romance",45565,0.380405,1996-08-28,0,88.0,"I Love You, I Love You Not",5.0,10,,,1996,0.0
1608,48000000,"Crime, Drama, Thriller",9407,3.288944,1997-10-30,0,122.0,Red Corner,5.9,79,,,1997,0.0
1609,60000000,"Action, Thriller, Adventure, Crime",4824,11.131917,1997-11-14,159330280,124.0,The Jackal,6.1,536,,,1997,2.655504666666667
1610,53000000,"Animation, Family",9444,11.911173,1997-11-20,139804348,94.0,Anastasia,7.4,1481,,,1997,2.637817886792453
1611,20000000,"Comedy, Thriller, Crime, Action",9414,4.827771,1997-11-14,13801755,97.0,The Man Who Knew Too Little,6.5,126,,,1997,0.69008775
1612,70000000,"Science Fiction, Horror, Action",8078,15.57784,1997-11-12,162000000,109.0,Alien: Resurrection,5.9,1388,8091.0,Alien Collection,1997,2.3142857142857145
1613,1000000,"Horror, Science Fiction",29938,0.106499,1996-01-01,0,85.0,Alien Escape,4.5,2,,,1996,0.0
1614,36000000,"Drama, History, Mystery",11831,2.263584,1997-12-03,74000000,155.0,Amistad,6.8,324,,,1997,2.0555555555555554
1615,5000000,Drama,2895,9.21174,1997-10-09,0,134.0,The Apostle,6.1,39,,,1997,0.0
1616,0,"Drama, History",39177,0.989115,1997-09-10,0,98.0,Artemisia,6.2,10,,,1997,0.0
1617,0,"Drama, History, Romance",19601,3.546605,1997-11-26,0,105.0,Bent,6.3,34,,,1997,0.0
1618,0,Drama,124606,0.679528,1995-09-09,0,98.0,Bang,6.0,1,,,1995,0.0
1619,0,Comedy,42832,0.530702,1997-12-12,0,107.0,The Boys,5.4,7,372479.0,Les Boys,1997,0.0
1620,0,"Comedy, Drama",22797,7.801199,1997-07-13,0,110.0,The Butcher Boy,6.7,36,,,1997,0.0
1621,20000000,"Comedy, Drama",2639,6.280515,1997-08-26,10686841,96.0,Deconstructing Harry,7.3,188,,,1997,0.53434205
1622,80000000,"Comedy, Family, Science Fiction",9574,7.016942,1997-11-26,177977226,93.0,Flubber,5.3,707,,,1997,2.224715325
1623,35000000,Comedy,10371,8.412203,1997-12-11,31611225,115.0,For Richer or Poorer,5.6,43,,,1997,0.9031778571428571
1624,10000000,Drama,489,15.064833,1997-12-05,225933435,126.0,Good Will Hunting,7.9,2880,,,1997,22.5933435
1625,0,,167738,0.60839,1997-12-17,0,91.0,Guy,6.0,1,,,1997,0.0
1626,0,,293820,0.001177,1997-11-26,0,0.0,Tar,0.0,0,,,1997,0.0
1627,32000000,"Comedy, Family",9714,8.04209,1997-12-12,79082515,102.0,Home Alone 3,5.1,632,9888.0,Home Alone Collection,1997,2.47132859375
1628,0,Drama,102406,0.001178,1997-12-05,0,101.0,Ill Gotten Gains,0.0,0,,,1997,0.0
1629,0,"Horror, Drama",170430,0.79822,1997-11-18,0,94.0,Man of Her Dreams,0.0,0,,,1997,0.0
1630,35000000,"Crime, Drama, Mystery, Thriller",8197,5.145907,1997-11-21,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,161,,,1997,0.717293
1631,38000000,"Comedy, Family",6283,6.456233,1997-12-19,122417389,98.0,MouseHunt,6.2,297,,,1997,3.2215102368421054
1632,0,,279698,0.001746,1996-01-01,0,0.0,Never Met Picasso,0.0,0,,,1996,0.0
1633,0,"Comedy, Horror, Thriller",49728,0.582559,1997-01-01,0,82.0,Office Killer,5.0,14,,,1997,0.0
1634,0,Drama,64562,0.03668,1995-09-15,0,0.0,Other Voices Other Rooms,10.0,1,,,1995,0.0
1635,24000000,"Horror, Mystery",4233,11.264845,1997-12-09,172363301,120.0,Scream 2,6.1,856,2602.0,Scream Collection,1997,7.181804208333333
1636,0,Thriller,191874,0.127077,1997-01-01,0,94.0,Stranger in the House,0.0,0,,,1997,0.0
1637,5000000,Drama,10217,6.002992,1997-05-14,3263585,112.0,The Sweet Hereafter,6.8,108,,,1997,0.652717
1638,0,Science Fiction,438108,0.001247,1997-12-16,0,101.0,Time Tracers,0.0,0,,,1997,0.0
1639,200000000,"Drama, Romance, Thriller",597,26.88907,1997-11-18,1845034188,194.0,Titanic,7.5,7770,,,1997,9.22517094
1640,110000000,"Adventure, Action, Thriller",714,17.159576,1997-12-11,333011068,119.0,Tomorrow Never Dies,6.0,941,645.0,James Bond Collection,1997,3.0273733454545453
1641,0,Drama,52537,0.516097,1996-11-14,0,100.0,Twisted,4.5,1,,,1996,0.0
1642,0,"Romance, Drama",12799,0.384033,1996-09-25,0,85.0,Full Speed,6.6,4,,,1996,0.0
1643,0,Drama,62394,0.007123,1997-12-25,0,115.0,The Education of Little Tree,0.0,0,,,1997,0.0
1644,80000000,"Drama, Adventure",9922,6.537407,1997-12-25,17626234,177.0,The Postman,6.1,306,351886.0,The Postman Collection,1997,0.220327925
1645,60000000,"Drama, Romance",547,7.685548,1998-05-14,186883563,170.0,The Horse Whisperer,6.7,296,,,1998,3.11472605
1646,0,Drama,25994,0.923637,1997-12-27,0,108.0,The Winter Guest,6.9,10,,,1997,0.0
1647,12000000,"Comedy, Crime, Romance",184,16.415498,1997-12-24,39673162,154.0,Jackie Brown,7.3,1580,,,1997,3.306096833333333
1648,28000000,Drama,9746,5.01752,1997-12-25,5684789,134.0,Kundun,6.8,92,,,1997,0.20302817857142857
1649,30000000,"Comedy, Family",9438,9.474269,1997-12-25,0,84.0,Mr. Magoo,3.9,75,,,1997,0.0
1650,15000000,"Comedy, Crime",115,15.952524,1998-03-06,46189568,117.0,The Big Lebowski,7.8,3001,,,1998,3.0793045333333335
1651,0,"Drama, Romance, Comedy",26941,1.426289,1997-12-26,2465960,119.0,Afterglow,7.2,5,,,1997,0.0
1652,0,"Drama, Comedy",27103,3.237812,1997-05-28,0,88.0,My Life in Pink,7.2,28,,,1997,0.0
1653,25000000,"Comedy, Drama, Romance",9410,9.941228,1998-01-19,55494066,111.0,Great Expectations,6.4,131,,,1998,2.21976264
1654,0,"Action, Comedy, Family",32302,3.014082,1998-04-10,0,93.0,3 Ninjas: High Noon at Mega Mountain,3.9,38,71458.0,3 Ninjas Collection,1998,0.0
1655,0,"Drama, Action",216794,0.022078,1999-05-25,0,80.0,Men of Means,0.0,0,,,1999,0.0
1656,0,"Drama, Thriller, Crime",88863,5.824019,1998-02-27,0,97.0,Caught Up,4.3,4,,,1998,0.0
1657,0,,154821,0.001188,1998-01-07,0,0.0,Arguing the World,0.0,0,,,1998,0.0
1658,19000000,"Action, Adventure, Thriller",41417,1.537212,1998-01-08,0,89.0,Firestorm,4.7,17,,,1998,0.0
1659,0,"Comedy, Romance",12538,6.253164,1998-02-20,13035599,93.0,Senseless,5.8,76,,,1998,0.0
1660,15000000,"Comedy, Drama",586,7.603652,1997-12-25,64256513,97.0,Wag the Dog,6.7,273,,,1997,4.283767533333333
1661,27000000,"Mystery, Science Fiction",2666,12.851984,1998-02-27,27200316,100.0,Dark City,7.2,838,,,1998,1.007419111111111
1662,0,"Thriller, Drama, Romance",46338,0.004686,1996-12-12,0,100.0,The Leading Man,0.0,0,,,1996,0.0
1663,0,"Action, Adventure, Family, Science Fiction",54007,1.079117,1997-01-16,7,101.0,Star Kid,4.9,16,,,1997,0.0
1664,70000000,Thriller,11258,6.363405,1998-01-16,19870567,97.0,Hard Rain,5.5,181,,,1998,0.2838652428571429
1665,8000000,"Comedy, Crime",9490,7.022548,1998-01-16,17460020,82.0,Half Baked,6.4,179,,,1998,2.1825025
1666,0,"Thriller, Fantasy, Crime, Drama",9411,6.381612,1998-01-16,25232289,124.0,Fallen,6.6,346,,,1998,0.0
1667,3000000,"Crime, Comedy, Romance",25719,1.631288,1997-08-22,302204,109.0,Shooting Fish,7.0,23,,,1997,0.10073466666666667
1668,0,"Fantasy, Horror, Thriller",9033,7.747663,1998-01-20,0,87.0,The Prophecy II,5.9,49,9068.0,The Prophecy Collection,1998,0.0
1669,0,"Drama, Action, Romance",11220,5.470351,1995-09-06,0,96.0,Fallen Angels,7.7,113,,,1995,0.0
1670,0,"Action, Drama, Foreign, History, Thriller",21253,1.791965,1997-05-01,310724,110.0,Four Days in September,7.3,22,,,1997,0.0
1671,25000000,"Adventure, Fantasy, Drama, Comedy, Music",6116,4.257516,1997-12-19,100000000,93.0,Spice World,4.7,124,,,1997,4.0
1672,45000000,"Adventure, Action, Horror, Science Fiction",9457,6.922458,1998-01-30,11203026,106.0,Deep Rising,6.0,155,,,1998,0.24895613333333333
1673,0,"Thriller, Comedy",281289,0.076396,1998-05-18,0,108.0,Tainted,5.5,2,,,1998,0.0
1674,0,"Drama, Crime, Mystery",43911,0.152449,1998-11-17,0,89.0,A Letter from Death Row,2.0,1,,,1998,0.0
1675,0,"Comedy, Drama, Romance",39424,1.131018,1998-04-24,0,104.0,Music from Another Room,5.7,14,,,1998,0.0
1676,0,Drama,44361,1.046963,1997-02-20,0,73.0,Mother and Son,7.6,14,,,1997,0.0
1677,30000000,"Action, Drama, Crime, Thriller",11702,9.384887,1998-02-06,19204929,87.0,The Replacement Killers,6.0,128,,,1998,0.6401643
1678,0,"Romance, Crime, Drama",2923,2.399824,1998-11-07,0,94.0,B. Monkey,5.8,14,,,1998,0.0
1679,1000000,"Mystery, Horror, Fantasy",12238,7.146514,1997-04-30,91549,93.0,The Night Flier,5.7,60,,,1997,0.091549
1680,28000000,"Music, Action, Comedy, Crime",11568,13.162168,1998-02-05,14051384,123.0,Blues Brothers 2000,5.2,166,112636.0,The Blues Brothers Collection,1998,0.5018351428571428
1681,0,"Romance, Action, Drama, Thriller",41577,1.673946,1995-01-01,0,87.0,Tokyo Fist,6.6,29,,,1995,0.0
1682,0,Comedy,66894,0.987366,1998-03-27,0,90.0,Ride,6.8,4,,,1998,0.0
1683,18000000,"Romance, Comedy",11003,8.884035,1998-02-13,123306987,95.0,The Wedding Singer,6.5,603,,,1998,6.850388166666667
1684,75000000,Science Fiction,10153,7.124735,1998-02-13,13100000,134.0,Sphere,5.8,483,,,1998,0.17466666666666666
1685,0,Documentary,49645,0.13785,1998-02-13,0,145.0,Ayn Rand: A Sense of Life,7.2,3,,,1998,0.0
1686,0,"Drama, Thriller, Romance",47112,0.814147,1997-01-01,0,96.0,A Further Gesture,0.0,0,,,1997,0.0
1687,0,"Comedy, Romance",102732,0.036814,1997-04-04,0,90.0,Little City,6.0,1,,,1997,0.0
1688,0,"Mystery, Thriller, Drama, Romance, Crime",30949,4.475177,1998-02-20,0,114.0,Palmetto,5.7,29,,,1998,0.0
1689,50000000,"Comedy, Romance",2898,9.374049,1997-12-19,314178011,139.0,As Good as It Gets,7.2,946,,,1997,6.28356022
1690,1000000,"Thriller, Crime",9558,11.230031,1990-07-18,2554476,103.0,King of New York,6.5,130,,,1990,2.554476
1691,0,Documentary,83593,0.001188,1998-03-04,0,90.0,A Paralyzing Fear: The Story of Polio in America,0.0,0,,,1998,0.0
1692,0,"Drama, Crime",320011,0.004075,1998-03-06,0,89.0,Men with Guns,0.0,0,,,1998,0.0
1693,0,"Drama, Crime, Mystery, Thriller",26269,9.468224,1998-03-06,0,94.0,Twilight,6.1,36,,,1998,0.0
1694,60000000,"Thriller, Crime, Action",11808,8.462364,1998-03-06,102367405,131.0,U.S. Marshals,6.2,383,134011.0,The Fugitive / U.S. Marshals Collection,1998,1.7061234166666666
1695,0,"Music, Comedy, Fantasy, Adventure",6970,0.569827,1998-08-13,0,106.0,Welcome to Woop Woop,6.4,7,,,1998,0.0
1696,0,"Drama, Romance, Foreign",47452,0.785094,1997-01-01,0,93.0,Love and Death on Long Island,6.9,11,,,1997,0.0
1697,0,Drama,18205,3.304718,1995-05-05,0,140.0,Midaq Alley,6.4,12,,,1995,0.0
1698,0,Adventure,36943,0.327559,1998-04-24,0,96.0,In God's Hands,5.0,1,,,1998,0.0
1699,0,"Adventure, Documentary",21736,2.096835,1998-03-06,76447420,44.0,Everest,6.3,20,,,1998,0.0
1700,0,"Drama, Thriller",17941,8.753233,1998-03-06,0,95.0,Hush,5.9,44,,,1998,0.0
1701,0,"Action, Comedy, Crime, Drama, Thriller",10668,9.262719,1997-09-06,0,106.0,Suicide Kings,6.7,86,,,1997,0.0
1702,0,"Action, Adventure, Drama",9313,7.960605,1998-03-12,0,132.0,The Man in the Iron Mask,6.3,1052,,,1998,0.0
1703,27000000,"Crime, Action, Drama",42807,2.917013,1998-03-26,76000000,113.0,The Newton Boys,5.9,44,,,1998,2.814814814814815
1704,20000000,Thriller,617,13.924623,1998-03-20,67200000,108.0,Wild Things,6.3,454,33059.0,Wild Things Collection,1998,3.36
1705,0,"Comedy, Family",36568,3.913118,1998-04-17,0,91.0,Paulie,6.0,83,,,1998,0.0
1706,0,"Drama, Romance",37272,0.837313,1998-01-29,0,97.0,"A Cool, Dry Place",5.6,7,,,1998,0.0
1707,0,"Crime, Drama",5910,5.044722,1997-09-03,0,103.0,Fireworks,7.6,118,,,1997,0.0
1708,65000000,"Comedy, Drama",9440,8.455425,1998-03-20,0,143.0,Primary Colors,6.1,97,,,1998,0.0
1709,0,"Drama, Romance",53092,0.782772,1997-08-30,168462,93.0,"Niagara, Niagara",7.7,9,,,1997,0.0
1710,6000000,"Comedy, Drama, Family",32911,2.976537,1998-03-20,0,88.0,Wide Awake,5.2,12,,,1998,0.0
1711,0,"Drama, Romance",44308,2.783205,1998-03-26,1081957,117.0,A Price Above Rubies,5.9,6,,,1998,0.0
1712,0,Drama,124821,0.555276,1996-01-01,0,106.0,Eden,6.0,1,,,1996,0.0
1713,1000000,"Drama, Romance",32456,4.967667,1997-09-07,2057193,84.0,Two Girls and a Guy,5.4,25,,,1997,2.057193
1714,0,"Drama, Comedy, Romance",93350,0.77403,1998-03-27,0,96.0,No Looking Back,5.8,4,,,1998,0.0
1715,0,Documentary,62695,0.036965,1998-03-27,0,77.0,Storefront Hitchcock,7.0,1,,,1998,0.0
1716,147773,"Drama, Romance",32144,2.57622,1998-03-26,0,110.0,The Proposition,5.8,5,,,1998,0.0
1717,15000000,"Comedy, Drama, Romance",17127,6.715856,1998-04-17,46905889,111.0,The Object of My Affection,5.6,75,,,1998,3.1270592666666666
1718,24000000,"Animation, Comedy, Family",40688,7.336354,1998-03-27,4562146,93.0,Meet the Deedles,4.1,19,,,1998,0.19008941666666668
1719,0,"Drama, Action, Comedy, Thriller, Crime",17133,1.840984,1998-01-01,271375,102.0,Homegrown,5.5,16,,,1998,0.0
1720,0,Drama,19848,5.519679,1998-04-08,0,104.0,The Players Club,6.2,15,,,1998,0.0
1721,0,Family,17644,1.197711,1998-01-01,0,76.0,Barney's Great Adventure,2.9,8,350402.0,Barney Collection,1998,0.0
1722,0,Documentary,1774,2.238505,1997-09-06,720074,91.0,The Big One,6.2,24,,,1997,0.0
1723,0,"Drama, Romance",30265,1.543766,1997-09-04,0,99.0,Chinese Box,5.8,9,,,1997,0.0
1724,80000000,"Adventure, Family, Science Fiction",2157,12.000579,1998-04-03,136159423,130.0,Lost in Space,5.0,395,,,1998,1.7019927875
1725,0,"Drama, Action, Thriller, Crime",70581,0.467352,1997-09-04,0,96.0,Heaven's Burning,5.1,5,,,1997,0.0
1726,60000000,"Action, Crime, Drama, Thriller",8838,6.644644,1998-04-03,0,111.0,Mercury Rising,6.0,374,,,1998,0.0
1727,10000000,"Crime, Drama, Mystery, Thriller",29193,4.305735,1997-09-08,13835130,110.0,The Spanish Prisoner,7.1,74,,,1997,1.383513
1728,55000000,"Drama, Fantasy, Romance",795,8.228219,1998-04-10,198685114,114.0,City of Angels,6.5,537,,,1998,3.612456618181818
1729,8000000,"Comedy, Drama, Romance",16980,8.666763,1998-05-29,0,113.0,The Last Days of Disco,6.8,50,,,1998,0.0
1730,0,"Adventure, Comedy",27472,2.196028,1998-04-09,0,97.0,The Odd Couple II,6.1,28,221966.0,The Odd Couple Collection,1998,0.0
1731,0,"Comedy, Drama, Family",47881,6.422711,1998-04-10,7985929,103.0,My Giant,5.1,33,,,1998,0.0
1732,25000000,Drama,9469,13.06943,1998-05-01,21567853,136.0,He Got Game,6.7,140,,,1998,0.86271412
1733,0,Thriller,12488,7.883472,1998-01-23,0,114.0,The Gingerbread Man,5.7,37,,,1998,0.0
1734,0,,98499,0.141163,1996-07-09,0,103.0,Illtown,5.0,1,,,1996,0.0
1735,0,"Adventure, Family",81367,0.920655,1998-01-23,0,78.0,Slappy and the Stinkers,5.6,16,,,1998,0.0
1736,0,"Drama, Romance, Thriller",267,6.715019,1997-10-28,1535558,103.0,Live Flesh,7.2,89,,,1997,0.0
1737,5000000,"Comedy, Crime, Mystery, Thriller",16148,3.621052,1998-01-30,1980338,116.0,Zero Effect,6.0,56,,,1998,0.3960676
1738,9000000,Drama,21252,3.035339,1997-05-08,0,128.0,Nil by Mouth,7.1,35,,,1997,0.0
1739,0,Thriller,73135,0.001223,1996-09-12,0,114.0,Ratchet,0.0,0,,,1996,0.0
1740,29000000,"Adventure, Fantasy, Action, Comedy, Family",9449,14.924667,1997-12-05,0,86.0,The Borrowers,5.8,136,,,1997,0.0
1741,0,"Adventure, Fantasy",6264,1.74053,1997-07-24,0,91.0,Prince Valiant,4.7,10,,,1997,0.0
1742,0,"Comedy, Romance",90414,0.090048,1997-01-21,0,86.0,"I Love You, Don't Touch Me!",6.0,1,,,1997,0.0
1743,67000,"Drama, Comedy, Romance",188870,0.488656,1998-02-20,0,85.0,Leather Jacket Love Story,9.0,2,,,1998,0.0
1744,0,"Drama, Thriller",215373,0.376985,1997-01-18,0,95.0,Love Walked In,6.0,1,,,1997,0.0
1745,10000000,Comedy,78149,1.453096,1998-02-20,45779,86.0,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9,,,1998,0.0045779
1746,0,"Comedy, Romance",15513,9.275956,1998-02-27,0,93.0,Kissing a Fool,5.9,16,,,1998,0.0
1747,0,"Comedy, Drama, Family",31220,3.177318,1998-02-27,0,94.0,Krippendorf's Tribe,4.3,28,,,1998,0.0
1748,0,"Documentary, Music",13907,1.362407,1998-02-27,0,95.0,Kurt & Courtney,5.9,30,,,1998,0.0
1749,0,"Comedy, Drama, Romance",29825,2.520458,1997-09-14,0,105.0,The Real Blonde,5.5,13,,,1997,0.0
1750,12716953,"Crime, Action, Comedy",10622,6.183021,1997-01-31,18814720,113.0,Mr. Nice Guy,6.2,129,,,1997,1.479499059247919
1751,0,Drama,30020,7.894941,1997-09-28,0,95.0,Taste of Cherry,7.1,78,,,1997,0.0
1752,4500000,"Drama, Foreign, History",17139,1.221677,1997-04-17,0,122.0,Character,7.7,25,,,1997,0.0
1753,0,"Comedy, Thriller",34582,0.336763,1997-02-21,0,83.0,Junk Mail,5.7,6,,,1997,0.0
1754,35000000,"Science Fiction, Action, Horror",10216,13.495247,1998-04-10,19165560,93.0,Species II,4.5,161,9887.0,Species Collection,1998,0.5475874285714286
1755,0,Comedy,9771,8.207548,1998-04-17,3572443,107.0,Major League: Back to the Minors,4.3,20,97771.0,Major League Collection,1998,0.0
1756,0,Comedy,24560,1.684341,1998-01-01,0,91.0,Sour Grapes,5.9,9,,,1998,0.0
1757,0,"Music, Documentary",76330,0.312753,1997-01-16,425788,105.0,Wild Man Blues,6.2,5,,,1997,0.0
1758,13000000,"Action, Adventure, Comedy, Thriller",9448,5.975082,1998-04-24,27007143,91.0,The Big Hit,6.1,112,,,1998,2.0774725384615387
1759,0,"Action, Adventure",38618,0.740462,1998-04-24,0,83.0,Tarzan and the Lost City,3.3,10,,,1998,0.0
1760,0,"Action, Adventure, Thriller",18316,4.4467,1998-05-01,0,88.0,Black Dog,5.2,45,,,1998,0.0
1761,0,"Comedy, Drama, Family",78373,0.567444,1998-05-01,565592,97.0,"Dancer, Texas Pop. 81",10.0,1,,,1998,0.0
1762,0,"Drama, Comedy",77514,0.117304,1997-09-10,0,100.0,A Friend of the Deceased,5.0,3,,,1997,0.0
1763,0,"Romance, Drama, TV Movie",49474,0.153884,1995-09-16,0,81.0,Go Now,0.0,0,,,1995,0.0
1764,0,"Crime, Drama, History, Romance",4415,12.238488,1998-05-01,14096321,134.0,Les Misérables,7.1,157,,,1998,0.0
1765,0,"Comedy, Drama, Romance",39467,1.161851,1997-09-01,0,109.0,Still Breathing,5.2,9,,,1997,0.0
1766,0,"Comedy, Drama",55561,1.885671,1997-01-01,0,96.0,Clockwatchers,5.6,13,,,1997,0.0
1767,75000000,"Action, Drama, Romance",8656,11.644633,1998-05-08,140464664,120.0,Deep Impact,5.9,870,,,1998,1.8728621866666666
1768,0,,209345,0.004228,1998-05-08,0,98.0,Little Men,0.0,0,,,1998,0.0
1769,13000000,"Comedy, Romance",58680,2.326115,1998-05-08,8026971,84.0,Woo,5.5,10,,,1998,0.6174593076923077
1770,0,Drama,35161,0.437883,1997-01-01,0,91.0,The Hanging Garden,5.7,9,,,1997,0.0
1771,7000000,Drama,35796,4.255263,1997-11-21,0,101.0,Lawn Dogs,7.3,32,,,1997,0.0
1772,40000000,"Fantasy, Animation, Drama, Romance, Family",18937,13.02535,1998-05-15,38172500,86.0,Quest for Camelot,6.9,193,,,1998,0.9543125
1773,130000000,"Science Fiction, Action, Thriller",929,11.295121,1998-05-20,379014294,139.0,Godzilla,5.3,1075,,,1998,2.9154945692307694
1774,30000000,"Comedy, Drama",9452,3.385342,1998-05-15,29202884,108.0,Bulworth,6.3,66,,,1998,0.9734294666666666
1775,18500000,"Adventure, Drama, Comedy",1878,9.220346,1998-05-22,10680275,118.0,Fear and Loathing in Las Vegas,7.2,1321,,,1998,0.5773121621621622
1776,5000000,"Comedy, Drama",9844,14.734622,1998-05-22,5879254,105.0,The Opposite of Sex,5.9,56,,,1998,1.1758508
1777,0,"Action, Comedy",40505,0.993716,1998-05-27,0,93.0,I Got the Hook Up,5.4,8,,,1998,0.0
1778,0,"Action, Adventure, Comedy, Western",14342,8.92689,1998-05-29,0,90.0,Almost Heroes,5.5,57,,,1998,0.0
1779,0,"Drama, Romance",9715,6.54478,1998-05-29,0,114.0,Hope Floats,5.8,82,,,1998,0.0
1780,0,"Crime, Drama, Thriller",26610,3.722295,1997-03-14,0,96.0,Insomnia,6.6,55,,,1997,0.0
1781,0,"Drama, Thriller",20064,1.40335,1997-06-01,0,99.0,Little Boy Blue,7.4,3,,,1997,0.0
1782,0,"Horror, Thriller",40961,0.774609,1997-08-26,0,93.0,The Ugly,5.9,14,,,1997,0.0
1783,60000000,"Crime, Thriller, Drama",1965,9.430812,1998-06-05,128038368,107.0,A Perfect Murder,6.3,320,,,1998,2.1339728
1784,0,Drama,312,1.923957,1996-12-18,0,109.0,Beyond Silence,6.5,12,,,1996,0.0
